,Uniform,Gaussian,Nearly Sorted,Fully Sorted,Reversed,Few Unique Values
5052,1565,-888,5052,5052,4947,1
5053,4988,9341,5053,5053,4946,9
5054,8010,16863,5054,5054,4945,2
5055,8608,-13195,5055,5055,4944,0
5056,1537,-10339,5056,5056,4943,7
5057,1294,-18072,5057,5057,4942,9
5058,6376,19661,5058,5058,4941,0
5059,2194,7454,5059,5059,4940,9
5060,7427,12475,5060,5060,4939,2
5061,9787,-13363,5061,5061,4938,7
5062,9506,816,5062,5062,4937,8
5063,7215,13004,5063,5063,4936,4
5064,4393,-5181,2085,5064,4935,9
5065,5991,-3401,5065,5065,4934,0
5066,4163,2845,2364,5066,4933,9
5067,4006,-12491,5067,5067,4932,4
5068,9014,-5588,5068,5068,4931,4
5069,8337,-14881,5069,5069,4930,1
5070,3363,-3881,5070,5070,4929,2
5071,9826,-5239,9702,5071,4928,0
5072,8805,-11572,5072,5072,4927,0
5073,6416,-5589,5073,5073,4926,4
5074,3101,11703,5074,5074,4925,1
5075,3659,9466,5075,5075,4924,1
5076,5310,16580,5076,5076,4923,6
5077,1740,-6522,1601,5077,4922,7
5078,4845,4494,5078,5078,4921,2
5079,9551,9238,5079,5079,4920,6
5080,2668,3347,5080,5080,4919,4
5081,6130,-7292,5081,5081,4918,9
5082,2552,-2406,5082,5082,4917,6
5083,877,8069,5083,5083,4916,0
5084,6051,-976,5084,5084,4915,4
5085,2378,9300,5085,5085,4914,8
5086,5531,12057,5086,5086,4913,4
5087,6255,17761,1575,5087,4912,4
5088,3554,8033,2600,5088,4911,2
5089,2901,-12292,5089,5089,4910,0
5090,372,11728,5090,5090,4909,0
5091,7720,-9899,5091,5091,4908,0
5092,3116,-2889,5092,5092,4907,0
5093,1366,-11788,5093,5093,4906,4
5094,4236,14378,3095,5094,4905,6
5095,1141,11910,5095,5095,4904,7
5096,9973,-12911,5096,5096,4903,6
5097,3744,8200,5097,5097,4902,4
5098,5363,2621,5098,5098,4901,6
5099,3027,9823,5099,5099,4900,7
5100,7203,28949,5100,5100,4899,4
5101,2203,2743,5101,5101,4898,7
5102,8363,11473,5102,5102,4897,8
5103,3367,3517,9726,5103,4896,1
5104,9108,-7816,5104,5104,4895,0
5105,9660,24105,5105,5105,4894,6
5106,6596,19261,5106,5106,4893,4
5107,7651,-6370,5107,5107,4892,9
5108,1679,2903,5108,5108,4891,6
5109,4719,-10201,5109,5109,4890,2
5110,5903,-6041,4732,5110,4889,2
5111,4833,-3068,5111,5111,4888,7
5112,9532,-24403,5112,5112,4887,5
5113,1537,-4401,5113,5113,4886,4
5114,3324,-2820,5114,5114,4885,8
5115,567,21857,5115,5115,4884,6
5116,1094,-12969,5116,5116,4883,9
5117,2760,7468,5083,5117,4882,0
5118,6614,743,5118,5118,4881,6
5119,5020,1455,5119,5119,4880,4
5120,7419,-8645,5120,5120,4879,7
5121,5492,2335,5121,5121,4878,8
5122,6616,4804,5122,5122,4877,0
5123,630,-11295,270,5123,4876,6
5124,2731,-905,5124,5124,4875,0
5125,2541,-2335,5125,5125,4874,4
5126,1079,-14822,5126,5126,4873,9
5127,9386,9744,5127,5127,4872,2
5128,6118,13834,5128,5128,4871,4
5129,94,-1892,5129,5129,4870,4
5130,8260,3579,5130,5130,4869,5
5131,1787,-8348,5131,5131,4868,8
5132,5798,1717,8806,5132,4867,4
5133,756,-10520,315,5133,4866,8
5134,1265,-10573,5134,5134,4865,6
5135,5322,-7042,5135,5135,4864,8
5136,3793,17750,5136,5136,4863,1
5137,1928,-5161,5137,5137,4862,4
5138,3919,-5055,5138,5138,4861,8
5139,4967,-12531,5139,5139,4860,7
5140,7013,-10167,5140,5140,4859,8
5141,2296,7172,5141,5141,4858,4
5142,1365,6597,5142,5142,4857,8
5143,3866,1131,1842,5143,4856,6
5144,8212,-408,5144,5144,4855,7
5145,425,-1163,3700,5145,4854,4
5146,4715,10349,5146,5146,4853,8
5147,1859,-4877,5147,5147,4852,4
5148,4139,-5747,5148,5148,4851,2
5149,8943,4413,5149,5149,4850,9
5150,701,-2664,5150,5150,4849,6
5151,4760,9015,5151,5151,4848,5
5152,6392,-8191,5152,5152,4847,0
5153,9976,6546,5153,5153,4846,8
5154,2473,6719,5154,5154,4845,0
5155,301,4065,4333,5155,4844,0
5156,2570,3565,5156,5156,4843,4
5157,8285,-8660,5157,5157,4842,1
5158,2862,1242,5158,5158,4841,4
5159,102,-7414,5159,5159,4840,9
5160,3968,2071,840,5160,4839,4
5161,2334,-4052,5161,5161,4838,5
5162,6293,-16978,9361,5162,4837,0
5163,4516,8388,5163,5163,4836,5
5164,9282,-7863,5164,5164,4835,4
5165,6282,-7831,5165,5165,4834,1
5166,5032,1326,5166,5166,4833,2
5167,6692,-18112,5167,5167,4832,8
5168,7358,3705,5168,5168,4831,6
5169,7038,-16421,5169,5169,4830,1
5170,4076,9263,5170,5170,4829,2
5171,197,606,5171,5171,4828,4
5172,22,4809,5172,5172,4827,9
5173,5824,1127,5173,5173,4826,0
5174,8960,182,5174,5174,4825,0
5175,9965,9803,5175,5175,4824,3
5176,2168,7964,5176,5176,4823,6
5177,4133,81,5177,5177,4822,8
5178,2344,-5357,5178,5178,4821,2
5179,4767,7468,4906,5179,4820,8
5180,4269,-6086,5180,5180,4819,5
5181,1336,2571,5181,5181,4818,7
5182,6391,-1209,5182,5182,4817,6
5183,9812,-20382,5183,5183,4816,7
5184,6798,-11419,5184,5184,4815,6
5185,4929,11868,5185,5185,4814,5
5186,6058,20118,5736,5186,4813,4
5187,6981,12725,5187,5187,4812,3
5188,881,-2107,5188,5188,4811,2
5189,3443,-5085,5189,5189,4810,7
5190,2425,7490,5190,5190,4809,1
5191,9185,-5193,5191,5191,4808,7
5192,4711,900,7329,5192,4807,2
5193,2627,11472,5193,5193,4806,0
5194,9207,-6631,5194,5194,4805,4
5195,6463,3754,5195,5195,4804,3
5196,7809,3619,5196,5196,4803,4
5197,5309,-6700,5197,5197,4802,0
5198,3680,-2704,5198,5198,4801,6
5199,4761,-2519,6209,5199,4800,1
5200,1842,-20180,5200,5200,4799,3
5201,1881,6480,5201,5201,4798,6
5202,1377,-7627,5202,5202,4797,9
5203,8594,10591,5203,5203,4796,8
5204,9175,-1,5204,5204,4795,2
5205,1051,-2529,5205,5205,4794,8
5206,8829,81,5206,5206,4793,1
5207,8685,9272,5207,5207,4792,0
5208,4578,-3758,5208,5208,4791,9
5209,8812,13882,5209,5209,4790,0
5210,6982,19695,5210,5210,4789,7
5211,6170,2713,5211,5211,4788,7
5212,6987,-17921,5212,5212,4787,2
5213,695,-6051,5213,5213,4786,1
5214,4651,-3391,5214,5214,4785,8
5215,6184,-23264,5215,5215,4784,3
5216,8065,6748,4761,5216,4783,9
5217,1307,-8948,5217,5217,4782,1
5218,4608,-8173,257,5218,4781,7
5219,8328,-11896,8497,5219,4780,6
5220,9679,-6657,5220,5220,4779,6
5221,926,1097,5221,5221,4778,4
5222,4785,2239,5222,5222,4777,6
5223,4807,8884,5223,5223,4776,7
5224,3423,-15022,5224,5224,4775,2
5225,3089,-313,8201,5225,4774,4
5226,2806,-2721,5226,5226,4773,7
5227,6218,7877,5227,5227,4772,8
5228,8218,-8586,5228,5228,4771,7
5229,510,16314,5229,5229,4770,4
5230,3087,-4818,5230,5230,4769,9
5231,173,-9854,5231,5231,4768,7
5232,6891,27189,5871,5232,4767,4
5233,6960,-11113,542,5233,4766,2
5234,876,-266,5234,5234,4765,3
5235,5437,7645,5235,5235,4764,7
5236,8891,490,5236,5236,4763,4
5237,9984,-12376,5237,5237,4762,0
5238,1266,18718,5238,5238,4761,0
5239,4012,833,2871,5239,4760,2
5240,5204,-9621,5240,5240,4759,6
5241,5846,-4777,5241,5241,4758,4
5242,4031,-12718,5242,5242,4757,4
5243,7512,-6211,5243,5243,4756,5
5244,3736,-11024,5244,5244,4755,2
5245,9583,12552,5245,5245,4754,9
5246,7386,-4420,5246,5246,4753,0
5247,2952,5740,5247,5247,4752,7
5248,6084,8568,5248,5248,4751,6
5249,2711,5250,5249,5249,4750,2
5250,3176,-9142,2243,5250,4749,3
5251,9162,12258,5251,5251,4748,2
5252,5227,1827,5252,5252,4747,8
5253,4627,-2020,5253,5253,4746,4
5254,2130,-4133,5254,5254,4745,0
5255,3144,-11115,5255,5255,4744,9
5256,5919,-6340,5256,5256,4743,4
5257,1321,18493,5257,5257,4742,8
5258,5308,-4222,5258,5258,4741,5
5259,8529,3104,1907,5259,4740,6
5260,3241,-21705,5260,5260,4739,8
5261,5057,234,5261,5261,4738,8
5262,2779,5587,5262,5262,4737,5
5263,1159,2161,5263,5263,4736,2
5264,3380,19008,5264,5264,4735,7
5265,6230,8360,5265,5265,4734,5
5266,1061,11932,5266,5266,4733,2
5267,7929,-10226,5267,5267,4732,2
5268,4794,1957,7284,5268,4731,2
5269,2646,4576,5269,5269,4730,3
5270,633,-8338,5270,5270,4729,8
5271,7898,-1661,5271,5271,4728,1
5272,8049,14206,5272,5272,4727,3
5273,6660,-10168,5273,5273,4726,9
5274,4668,-15648,5274,5274,4725,6
5275,2450,-2030,2530,5275,4724,4
5276,5599,949,5276,5276,4723,6
5277,6183,9519,5277,5277,4722,7
5278,8489,-7867,5278,5278,4721,7
5279,1341,-4589,5279,5279,4720,7
5280,2353,2730,5280,5280,4719,7
5281,9888,12052,5281,5281,4718,6
5282,4948,-18152,5282,5282,4717,9
5283,9606,-4604,5283,5283,4716,0
5284,2212,2524,5284,5284,4715,6
5285,7091,8487,5285,5285,4714,1
5286,7535,-4137,5286,5286,4713,7
5287,8914,-404,5287,5287,4712,0
5288,2010,-36,322,5288,4711,3
5289,624,-14364,5289,5289,4710,1
5290,5531,-15806,234,5290,4709,5
5291,5239,-5766,5291,5291,4708,8
5292,268,14303,5292,5292,4707,6
5293,6328,-10366,5293,5293,4706,0
5294,4315,12660,5294,5294,4705,3
5295,4340,-16459,2414,5295,4704,1
5296,2899,2801,5296,5296,4703,7
5297,466,-10636,5297,5297,4702,4
5298,4135,14620,5298,5298,4701,1
5299,9755,12403,5299,5299,4700,0
5300,3937,-16309,5300,5300,4699,1
5301,4479,13169,5301,5301,4698,7
5302,6146,1488,5302,5302,4697,3
5303,4449,59,5303,5303,4696,4
5304,1545,9222,5304,5304,4695,8
5305,381,2414,5305,5305,4694,7
5306,5258,-4910,5306,5306,4693,2
5307,4661,-13962,8345,5307,4692,3
5308,6123,-6124,5308,5308,4691,4
5309,2328,-1900,5309,5309,4690,4
5310,3623,12429,5310,5310,4689,5
5311,8246,17047,2093,5311,4688,9
5312,1208,-1906,5312,5312,4687,0
5313,3034,4471,5313,5313,4686,1
5314,2838,-29543,9293,5314,4685,4
5315,3189,24483,5315,5315,4684,8
5316,6826,8900,5316,5316,4683,9
5317,6053,-9394,5317,5317,4682,8
5318,4024,-6443,5318,5318,4681,8
5319,1627,18502,5319,5319,4680,6
5320,8613,-13400,5320,5320,4679,3
5321,1790,4960,5321,5321,4678,0
5322,8421,3964,5322,5322,4677,7
5323,2291,6197,5323,5323,4676,2
5324,1697,-7377,5324,5324,4675,4
5325,1425,-8873,5325,5325,4674,9
5326,482,-9746,5326,5326,4673,6
5327,1476,6880,5327,5327,4672,4
5328,3045,17229,5328,5328,4671,6
5329,7877,-11149,5329,5329,4670,1
5330,2752,-7768,5330,5330,4669,3
5331,3312,-4322,6609,5331,4668,8
5332,4489,-1397,5332,5332,4667,1
5333,1588,-1931,5333,5333,4666,3
5334,9141,5930,5334,5334,4665,2
5335,4742,2589,8949,5335,4664,3
5336,5510,1260,5336,5336,4663,9
5337,3031,5341,5337,5337,4662,9
5338,3990,-10558,5338,5338,4661,7
5339,41,-6451,5339,5339,4660,3
5340,9884,2797,5340,5340,4659,3
5341,549,8625,7772,5341,4658,2
5342,8647,2300,5342,5342,4657,3
5343,740,-3381,5343,5343,4656,5
5344,404,-14097,5344,5344,4655,9
5345,3532,-5770,5345,5345,4654,3
5346,6274,4071,5346,5346,4653,6
5347,7825,-1853,5347,5347,4652,7
5348,208,-18045,7714,5348,4651,4
5349,9162,10378,5349,5349,4650,5
5350,5441,-5389,5350,5350,4649,7
5351,7201,24780,5351,5351,4648,2
5352,8667,7152,5352,5352,4647,4
5353,161,2740,5353,5353,4646,6
5354,7861,-4837,5354,5354,4645,3
5355,8399,-15504,1665,5355,4644,5
5356,7474,-3911,4237,5356,4643,9
5357,2332,16640,5357,5357,4642,6
5358,829,9226,5358,5358,4641,6
5359,799,1303,5359,5359,4640,7
5360,7391,11066,5360,5360,4639,9
5361,7608,1021,5361,5361,4638,4
5362,5923,9808,5362,5362,4637,9
5363,3023,10515,5363,5363,4636,0
5364,4020,-380,9667,5364,4635,1
5365,4514,-8202,5365,5365,4634,5
5366,144,7335,5366,5366,4633,9
5367,2642,12699,5367,5367,4632,9
5368,5365,7186,5368,5368,4631,1
5369,9486,4079,5369,5369,4630,3
5370,4567,6653,5370,5370,4629,3
5371,1061,-17362,5371,5371,4628,2
5372,5478,6049,5372,5372,4627,1
5373,6946,12672,5373,5373,4626,3
5374,9775,-241,5374,5374,4625,0
5375,9266,-749,5480,5375,4624,2
5376,2202,245,5376,5376,4623,0
5377,8119,-19184,5377,5377,4622,3
5378,9091,20688,5378,5378,4621,7
5379,6718,-9288,5379,5379,4620,8
5380,6891,-13722,5380,5380,4619,6
5381,1782,1521,5381,5381,4618,2
5382,5799,-5106,5382,5382,4617,6
5383,6667,-6441,5383,5383,4616,8
5384,9212,-19075,7830,5384,4615,3
5385,9478,4971,9441,5385,4614,4
5386,4896,632,5386,5386,4613,4
5387,2434,1848,2849,5387,4612,9
5388,2917,-17094,9528,5388,4611,6
5389,4079,-11290,5389,5389,4610,3
5390,9709,-3817,5390,5390,4609,0
5391,7939,8464,5391,5391,4608,7
5392,7640,7263,7408,5392,4607,0
5393,476,2453,7070,5393,4606,5
5394,5299,-7982,9017,5394,4605,8
5395,508,457,5395,5395,4604,9
5396,3740,-1685,5396,5396,4603,7
5397,5074,22195,5397,5397,4602,2
5398,3190,-17835,5398,5398,4601,1
5399,7838,-5510,5399,5399,4600,8
5400,9437,-8768,5400,5400,4599,3
5401,4320,11776,5401,5401,4598,3
5402,795,-17418,5402,5402,4597,5
5403,2834,-19950,5403,5403,4596,7
5404,7722,2434,5404,5404,4595,4
5405,2248,2725,5405,5405,4594,2
5406,4522,3154,5406,5406,4593,3
5407,8560,-2620,5407,5407,4592,4
5408,9549,10195,3361,5408,4591,5
5409,7446,15713,5409,5409,4590,8
5410,4378,-3557,5410,5410,4589,0
5411,9780,-6330,5411,5411,4588,5
5412,6770,12069,5412,5412,4587,3
5413,3450,-2164,5413,5413,4586,9
5414,9099,-8257,5414,5414,4585,6
5415,5732,-8209,5415,5415,4584,2
5416,5052,-6327,5416,5416,4583,0
5417,2224,15576,1571,5417,4582,8
5418,4878,-2500,5418,5418,4581,0
5419,4175,-3595,99,5419,4580,2
5420,4456,11050,926,5420,4579,1
5421,254,10243,5421,5421,4578,3
5422,7435,3455,5422,5422,4577,3
5423,5507,6589,5423,5423,4576,7
5424,7493,1225,5424,5424,4575,0
5425,8241,5775,5425,5425,4574,3
5426,2670,-28564,5426,5426,4573,9
5427,6526,-3403,5427,5427,4572,8
5428,5656,-1811,5428,5428,4571,0
5429,8772,-13702,5429,5429,4570,2
5430,6183,9670,5430,5430,4569,5
5431,9043,-1234,5431,5431,4568,0
5432,6678,7278,5432,5432,4567,2
5433,2078,-10646,5433,5433,4566,5
5434,3501,6850,5434,5434,4565,7
5435,7573,165,7809,5435,4564,0
5436,8276,-4804,5436,5436,4563,4
5437,6924,804,5437,5437,4562,1
5438,9090,17053,5438,5438,4561,6
5439,9008,-678,5439,5439,4560,2
5440,3093,7036,8673,5440,4559,0
5441,365,-4026,5441,5441,4558,6
5442,6458,656,5442,5442,4557,7
5443,5626,-816,5443,5443,4556,7
5444,325,-11995,5444,5444,4555,3
5445,6396,11517,5445,5445,4554,7
5446,5304,-13107,5446,5446,4553,6
5447,9212,-7113,5447,5447,4552,3
5448,7149,-8584,5448,5448,4551,1
5449,2602,4038,5449,5449,4550,6
5450,7300,13541,5450,5450,4549,8
5451,1777,-6218,5451,5451,4548,8
5452,1960,-1174,5452,5452,4547,2
5453,7948,-8517,5453,5453,4546,5
5454,3582,3021,5454,5454,4545,9
5455,5841,9388,5455,5455,4544,5
5456,6819,17119,5456,5456,4543,7
5457,4660,-27001,5146,5457,4542,9
5458,3976,-19630,4374,5458,4541,9
5459,8934,4897,5459,5459,4540,6
5460,9410,-5340,5460,5460,4539,5
5461,2497,-13071,4219,5461,4538,8
5462,7231,-4710,5462,5462,4537,3
5463,4297,-2995,5463,5463,4536,4
5464,4868,-6403,1727,5464,4535,3
5465,475,8970,5465,5465,4534,7
5466,6342,-3386,5466,5466,4533,0
5467,6670,3453,5467,5467,4532,1
5468,7131,-4828,5468,5468,4531,9
5469,3623,-11373,5469,5469,4530,9
5470,6258,-11469,5470,5470,4529,5
5471,4466,-3298,5471,5471,4528,6
5472,238,-4865,5472,5472,4527,2
5473,6622,991,5473,5473,4526,0
5474,8425,15308,5474,5474,4525,7
5475,3984,-19362,5475,5475,4524,4
5476,7060,2966,5476,5476,4523,2
5477,3258,-12268,5477,5477,4522,0
5478,1361,21151,5478,5478,4521,5
5479,8543,1624,5479,5479,4520,0
5480,1738,4377,5480,5480,4519,6
5481,3061,13166,5481,5481,4518,8
5482,3751,438,5482,5482,4517,5
5483,3251,-1407,5483,5483,4516,5
5484,1864,19176,5484,5484,4515,2
5485,5183,10442,5485,5485,4514,8
5486,888,-4605,5486,5486,4513,7
5487,4152,-10301,5487,5487,4512,3
5488,5125,3259,5488,5488,4511,8
5489,4790,4517,5489,5489,4510,7
5490,9915,2905,5490,5490,4509,6
5491,8833,-12959,6304,5491,4508,2
5492,5076,350,5492,5492,4507,7
5493,8592,-2690,5493,5493,4506,6
5494,4886,2564,9162,5494,4505,4
5495,4840,-1803,5495,5495,4504,7
5496,7692,-6046,5496,5496,4503,5
5497,2512,7084,5497,5497,4502,9
5498,6702,-7199,5498,5498,4501,8
5499,5171,5237,5499,5499,4500,2
5500,9760,-12136,5500,5500,4499,4
5501,2824,27592,5501,5501,4498,1
5502,4191,-4751,5502,5502,4497,2
5503,9637,6580,5503,5503,4496,9
5504,2306,-827,5504,5504,4495,4
5505,8794,-22176,5505,5505,4494,0
5506,5146,23,5506,5506,4493,0
5507,3905,-21938,5507,5507,4492,8
5508,4579,2948,5508,5508,4491,9
5509,6750,5505,1937,5509,4490,7
5510,2589,-7238,5510,5510,4489,0
5511,4945,8697,5511,5511,4488,3
5512,5797,-14420,5512,5512,4487,9
5513,3084,-349,5513,5513,4486,0
5514,7352,-1405,5514,5514,4485,2
5515,9708,-7201,5515,5515,4484,7
5516,6320,-6014,5516,5516,4483,2
5517,3195,3415,5517,5517,4482,0
5518,5589,-15472,5518,5518,4481,0
5519,5097,15850,5519,5519,4480,6
5520,6456,3618,5520,5520,4479,5
5521,5407,-10548,5521,5521,4478,0
5522,949,-10917,5522,5522,4477,1
5523,6365,-9030,5523,5523,4476,4
5524,1055,-853,5524,5524,4475,3
5525,7877,21456,5525,5525,4474,4
5526,1761,-2382,5526,5526,4473,3
5527,3134,-7576,5527,5527,4472,3
5528,3351,3416,5528,5528,4471,4
5529,330,11781,5529,5529,4470,3
5530,4218,-2323,5530,5530,4469,0
5531,6593,8145,5531,5531,4468,1
5532,4022,-1644,2811,5532,4467,5
5533,8835,7696,5533,5533,4466,1
5534,7147,-3992,5534,5534,4465,9
5535,3036,-1429,5535,5535,4464,4
5536,3810,600,5536,5536,4463,7
5537,5593,-5446,5537,5537,4462,7
5538,2169,-11538,5538,5538,4461,0
5539,6601,12199,4013,5539,4460,7
5540,5601,4904,5540,5540,4459,4
5541,8590,6767,5541,5541,4458,2
5542,2944,-3817,5542,5542,4457,3
5543,8745,-930,5543,5543,4456,5
5544,9494,-13914,5544,5544,4455,7
5545,3758,5935,3773,5545,4454,5
5546,5209,5231,5546,5546,4453,0
5547,4508,530,5547,5547,4452,3
5548,343,-9896,5548,5548,4451,5
5549,9123,-810,3179,5549,4450,0
5550,8537,-9411,5550,5550,4449,7
5551,7461,-10285,5551,5551,4448,4
5552,8811,-1077,5552,5552,4447,7
5553,9773,-6174,316,5553,4446,9
5554,886,-2099,5554,5554,4445,2
5555,4428,19238,5555,5555,4444,8
5556,1945,11869,5556,5556,4443,6
5557,4664,-12406,5557,5557,4442,5
5558,1697,6408,5558,5558,4441,4
5559,2552,-1166,5559,5559,4440,7
5560,6504,-1300,5560,5560,4439,4
5561,9647,-19960,5561,5561,4438,5
5562,6139,7793,5562,5562,4437,4
5563,5425,-1842,5563,5563,4436,7
5564,8604,17199,5564,5564,4435,6
5565,6442,9229,5565,5565,4434,2
5566,982,-2739,5566,5566,4433,7
5567,9494,-3883,5567,5567,4432,8
5568,4520,12460,5568,5568,4431,6
5569,8932,-8100,5569,5569,4430,1
5570,956,5381,5570,5570,4429,2
5571,4197,8132,5571,5571,4428,2
5572,238,2755,5572,5572,4427,3
5573,1595,-7426,5567,5573,4426,8
5574,9291,-13326,5574,5574,4425,8
5575,3257,2075,5575,5575,4424,2
5576,8007,12191,5576,5576,4423,4
5577,4150,15534,5577,5577,4422,6
5578,7141,7562,5578,5578,4421,6
5579,2005,3872,5579,5579,4420,1
5580,5909,11075,5580,5580,4419,8
5581,4326,6717,5581,5581,4418,4
5582,9206,-8930,5582,5582,4417,2
5583,3741,10007,5583,5583,4416,5
5584,6271,-1222,5087,5584,4415,1
5585,2633,-5230,5585,5585,4414,7
5586,3259,24109,5586,5586,4413,5
5587,9421,5925,5587,5587,4412,8
5588,9874,-5529,5588,5588,4411,8
5589,8068,7019,9778,5589,4410,1
5590,5284,10627,5590,5590,4409,1
5591,4723,-9183,5591,5591,4408,4
5592,4471,-6143,5592,5592,4407,7
5593,3828,-4082,5593,5593,4406,6
5594,8252,-9990,5594,5594,4405,7
5595,8668,14582,4676,5595,4404,8
5596,7667,-6144,2776,5596,4403,5
5597,2466,-23617,5597,5597,4402,5
5598,2935,4426,5598,5598,4401,4
5599,2576,10031,1961,5599,4400,7
5600,7839,5675,5600,5600,4399,2
5601,2669,16764,5601,5601,4398,1
5602,4293,-13967,5602,5602,4397,3
5603,7670,7024,5603,5603,4396,8
5604,3708,-7397,5604,5604,4395,6
5605,4272,-9726,5605,5605,4394,1
5606,9979,-13111,5606,5606,4393,9
5607,2725,-6099,5607,5607,4392,0
5608,2234,-2650,5608,5608,4391,1
5609,114,9753,5609,5609,4390,8
5610,5826,-862,6336,5610,4389,0
5611,662,1132,5611,5611,4388,6
5612,2036,-5149,6438,5612,4387,7
5613,6237,-1236,5613,5613,4386,4
5614,1466,5610,6736,5614,4385,5
5615,1883,8693,5615,5615,4384,9
5616,5667,-5077,5616,5616,4383,4
5617,2354,660,5617,5617,4382,2
5618,5771,4682,5618,5618,4381,4
5619,9746,6175,5619,5619,4380,6
5620,4495,-4826,5620,5620,4379,8
5621,1963,7975,5621,5621,4378,7
5622,6322,18953,5622,5622,4377,6
5623,5370,-2710,5623,5623,4376,6
5624,4841,7698,5143,5624,4375,4
5625,5055,-16674,5625,5625,4374,3
5626,6414,2585,5626,5626,4373,4
5627,2085,22747,5627,5627,4372,2
5628,7343,22965,1080,5628,4371,2
5629,2153,5379,5629,5629,4370,7
5630,9614,5277,1617,5630,4369,7
5631,2140,-3914,5631,5631,4368,9
5632,8304,10096,3316,5632,4367,2
5633,1359,-6499,5633,5633,4366,7
5634,1537,-16886,5634,5634,4365,1
5635,7607,15646,9242,5635,4364,2
5636,9575,-7663,5636,5636,4363,9
5637,9136,4700,5946,5637,4362,8
5638,5315,20431,5638,5638,4361,4
5639,3588,1957,2302,5639,4360,8
5640,7610,-850,5640,5640,4359,7
5641,2435,-4975,5641,5641,4358,8
5642,9721,16597,5642,5642,4357,3
5643,9651,2655,5643,5643,4356,7
5644,6482,11828,5644,5644,4355,4
5645,4966,-3799,5645,5645,4354,9
5646,7101,-9818,5646,5646,4353,8
5647,2766,-10657,3186,5647,4352,2
5648,9697,-15795,5648,5648,4351,9
5649,5064,-18254,6096,5649,4350,4
5650,910,1303,6751,5650,4349,5
5651,641,312,8606,5651,4348,8
5652,9172,3502,5652,5652,4347,6
5653,1712,-1195,5653,5653,4346,7
5654,1213,677,5654,5654,4345,4
5655,6901,26355,5655,5655,4344,9
5656,3996,7337,5656,5656,4343,2
5657,8511,-5684,5657,5657,4342,1
5658,1514,2048,5658,5658,4341,6
5659,6542,14270,5587,5659,4340,6
5660,6080,-13765,8608,5660,4339,1
5661,6830,-18061,4050,5661,4338,0
5662,4787,-8699,5662,5662,4337,2
5663,9221,389,5663,5663,4336,3
5664,4820,7834,5664,5664,4335,9
5665,601,-15718,5665,5665,4334,2
5666,6522,-6503,4813,5666,4333,4
5667,9757,16288,5667,5667,4332,4
5668,3964,9191,5668,5668,4331,7
5669,657,-11834,5669,5669,4330,0
5670,5249,4594,5670,5670,4329,4
5671,3472,-21440,5671,5671,4328,6
5672,2061,-3321,5672,5672,4327,5
5673,2955,-15574,5673,5673,4326,8
5674,5003,-1110,5674,5674,4325,1
5675,471,8456,5675,5675,4324,2
5676,4083,10796,5676,5676,4323,4
5677,7170,-14661,5677,5677,4322,9
5678,5542,-8136,5678,5678,4321,6
5679,8587,-5323,5679,5679,4320,9
5680,2899,2442,5680,5680,4319,4
5681,8085,-15194,7256,5681,4318,0
5682,6606,-9215,5682,5682,4317,4
5683,6618,-14472,5683,5683,4316,5
5684,9107,7476,5684,5684,4315,7
5685,3939,1733,5685,5685,4314,5
5686,4766,-3335,5686,5686,4313,9
5687,3180,-5820,168,5687,4312,5
5688,2577,-19862,5688,5688,4311,8
5689,7224,-11582,5689,5689,4310,7
5690,9592,-1781,5690,5690,4309,5
5691,7985,-1183,5691,5691,4308,4
5692,5042,1670,5692,5692,4307,6
5693,1192,18113,5693,5693,4306,9
5694,7397,-1557,5449,5694,4305,4
5695,8652,4853,5695,5695,4304,8
5696,2322,968,5696,5696,4303,5
5697,3049,11600,5697,5697,4302,5
5698,2754,20418,5698,5698,4301,0
5699,1893,-24479,5699,5699,4300,3
5700,5633,27532,5700,5700,4299,9
5701,715,7325,5701,5701,4298,7
5702,2395,-11433,4119,5702,4297,6
5703,1034,-3447,5703,5703,4296,2
5704,6492,-14789,5704,5704,4295,9
5705,5743,12785,5705,5705,4294,0
5706,5398,4610,1265,5706,4293,3
5707,3933,6764,5707,5707,4292,9
5708,2215,9159,5708,5708,4291,6
5709,7971,2306,5709,5709,4290,3
5710,8326,3211,5710,5710,4289,3
5711,2540,-11163,5711,5711,4288,2
5712,651,-20711,5712,5712,4287,5
5713,5658,-5079,5713,5713,4286,9
5714,6247,-9476,3923,5714,4285,5
5715,50,8485,5715,5715,4284,9
5716,940,1853,5716,5716,4283,5
5717,1623,-3287,3556,5717,4282,2
5718,6920,-4120,5718,5718,4281,2
5719,2246,4147,5719,5719,4280,8
5720,1290,4186,5720,5720,4279,3
5721,3418,1256,5721,5721,4278,6
5722,5453,2,5722,5722,4277,4
5723,442,4053,5723,5723,4276,0
5724,5318,-21235,5724,5724,4275,6
5725,7500,-6036,5725,5725,4274,1
5726,9276,9826,5726,5726,4273,1
5727,3852,8991,5727,5727,4272,1
5728,3590,-610,5728,5728,4271,0
5729,5934,-6592,5729,5729,4270,3
5730,9424,-6739,5730,5730,4269,4
5731,8501,17103,5731,5731,4268,8
5732,5746,-9889,5732,5732,4267,4
5733,6803,4068,5733,5733,4266,1
5734,8120,-3001,5734,5734,4265,4
5735,3065,2635,5735,5735,4264,5
5736,3822,637,5736,5736,4263,5
5737,9870,-6123,5737,5737,4262,2
